CFR-RL,Top-k critical,Top-k,ECMP
0.8986873860149296,0.8112663864333384,0.8382255580058147,0.6230477084273188
0.8930842535494461,0.8705999213849702,0.799864900306877,0.6286864848695413
0.9002489177357208,0.8364243950595615,0.8074178753140455,0.6098463392205049
0.8967414815229202,0.8287646826461439,0.8040691108177118,0.6253852920603029
0.8894014260800561,0.8167189675593778,0.7701983191173366,0.6525692667856704
0.892508971479441,0.8543241307193834,0.7684933902742072,0.6354174299392141
0.8867160191861564,0.8415362446684173,0.7610931211492372,0.6191445445594113
0.8934535000101214,0.8451179271436197,0.7081342651175747,0.6229364622508925
0.8821045983622594,0.823777319545396,0.7662955624768215,0.5769284905550832
0.8990480418083695,0.854856070113793,0.7539666389717147,0.6012396267553196
0.8898836238743894,0.8553419834393113,0.7518432092863828,0.5888923047778902
0.883107509090276,0.8533415381249297,0.7754696781906908,0.6079413227194987
0.9024781866622572,0.8410188200872438,0.7648850057083574,0.6025586446403427
0.9055205399737233,0.815595051932941,0.8007838188457522,0.5749262072818702
0.930499599609279,0.8402037662773054,0.8159470665771773,0.5702459209049229
0.9030783020532264,0.8548053332087227,0.8243055595927514,0.5642444647121578
0.8995508206287917,0.8355255052038795,0.8046802694843758,0.6059497696487928
0.8980582949191885,0.8535817081091167,0.7629669163101825,0.6132400205848525
0.8834005471229663,0.8373737687072106,0.7634784081934476,0.6146630281315469
0.8651163053996238,0.8258585849704769,0.7370097733344118,0.6023238891033214
0.8827082061485847,0.8402197550208713,0.7546097825230108,0.6157978695164378
0.8716044421628376,0.8669503136864453,0.7613873871020318,0.6466049491675325
0.8712654507056317,0.8166440833018928,0.7782717017992535,0.6645869099792142
0.8646767212431963,0.7958328066698387,0.7779474987778353,0.6431244714686012
0.8557001275069,0.8238042673928239,0.808057683369698,0.6353788815199144
0.8641946847688867,0.8145928647595844,0.7591643336454631,0.6315007465007858
0.8796370149981637,0.8323758275024153,0.7845752543800266,0.6443860409999683
0.8910519859006588,0.8576388076931576,0.8011998228937317,0.6319500530319937
0.8972071806800234,0.8626318372523513,0.8252928788346532,0.6605903718302574
0.8864387282607573,0.8534248165514078,0.8053015538700545,0.653564616135451
0.8751706114242006,0.8263688374871138,0.8010953436421403,0.6529642920336252
0.8797313437089865,0.8372811467859016,0.7833907897174126,0.6754133006392832
0.8638153805260375,0.844181153718939,0.7919753307751517,0.6282246064668191
0.8679547360688847,0.8347896645414749,0.7823472709820873,0.6241278458963865
0.8712609298395977,0.8429706767246504,0.8122090994072426,0.6337860273757727
0.8683197317760143,0.8312429723295516,0.8173841072707217,0.6322081689429476
0.8579543863200756,0.8415498233564419,0.7941224655974034,0.599654092047511
0.8519394498212803,0.8314668962320267,0.8361864289403056,0.6612906767518143
0.844148923015174,0.8117395523519721,0.8662044992062204,0.6327586278197351
0.8779847405447542,0.7880467227512079,0.8698539212613668,0.6292263564567915
0.8888017706624278,0.7984661159063018,0.8583989765042493,0.5903802654000935
0.8686628513015413,0.7777925270988056,0.8289904596008985,0.6308812401470238
0.87001666966191,0.8082164591877127,0.7593691751193832,0.6144701205727452
0.8714775896574167,0.8197364818698412,0.8129151545668677,0.5821393185918643
0.8795122605713884,0.832238852672492,0.825112612898283,0.6115870022508794
0.88676155837284,0.8283822007570179,0.8233047048098404,0.5846075830178408
0.8980315451842195,0.7946625616718812,0.8380019446796519,0.5760646614716309
0.9237866124531504,0.8042043472173247,0.7742770566606543,0.5878358293722746
0.916167078022844,0.8301941741745846,0.7436662764770228,0.6131829821691722
0.9238543621268176,0.853442312019763,0.7486073585607926,0.6216731502416348
0.9186519866099099,0.8488474470376737,0.7905670641321655,0.6615942474013602
0.9230141921242117,0.8571643674064383,0.7707696507809679,0.6228084106130615
0.9243044595390115,0.8262774263612108,0.7711526880932777,0.6234649470529741
0.9013761984121076,0.8669492233827313,0.7801077982379816,0.6166162496830546
0.9079556645976489,0.84270200140567,0.7737736487768014,0.641737575264746
0.9014063801268024,0.8183360552950978,0.7202554520480005,0.6427207020809961
0.9170831369826152,0.8423140776448819,0.7356043396795767,0.637368137937771
0.9094193892930246,0.8698829989287554,0.7438249334273612,0.6545336979990594
0.9026552448701385,0.8399230026181919,0.7263104650598255,0.6515647700598854
0.9116698089185504,0.8300244857738193,0.7498771721235029,0.6111692285160786
0.9026821291264112,0.8269359473119443,0.7913845239341007,0.5824754817771164
0.9055671417234408,0.822806809059917,0.766318132964336,0.6078808873910229
0.8980469964417018,0.8002497476594033,0.7366557098474784,0.6143997242036366
0.8824952154761555,0.8162131874305211,0.7780386973012559,0.6014814207357906
0.8641671221908205,0.8453050000046203,0.8051342455414164,0.5761030613406485
0.8648634063337359,0.8284808919999199,0.8200240588286131,0.567978487704265
0.8765528991293909,0.840428084032276,0.8316532068021084,0.6064896865081929
0.8956030536436886,0.8599372494982302,0.8502863969635337,0.6034525997555482
0.9033659389088047,0.8570446593312828,0.8172221962069699,0.5962246189496431
0.892821793988048,0.8247772406616041,0.8215466744405027,0.6331050039316718
0.8920909127353582,0.8627411542296198,0.8128123326176542,0.6503604228365774
0.885714870270324,0.8258753295207946,0.8257149497447736,0.6231933781335
0.8973826741222094,0.8361297294884339,0.7943092498206278,0.6422175775019571
0.9217602988167635,0.8357780186737745,0.8369608649955296,0.6407514853146158
0.9062477088120172,0.8058416815579118,0.8461266879539355,0.6179105466236493
0.8938171136389221,0.82323724470521,0.8206547280653315,0.6330421410019325
0.9047373491907542,0.8519704316575655,0.8233094652670275,0.6441357711193344
0.8967319904082648,0.8129001650923734,0.8211673768793458,0.619417021143741
0.9011217990700185,0.7964247472876296,0.8055711152716004,0.6082280721705762
0.8757454556655108,0.8207581499951824,0.8706224034708392,0.6354260052138513
0.8943950733379157,0.8335753217786803,0.8633398966786243,0.6142308581878015
0.8978501982195194,0.8437184171004484,0.8603226216474883,0.6188508112495215
0.8700666489768724,0.7980268883764727,0.8065148287491531,0.639371257927586
0.8620503399340285,0.842857551538827,0.7800595256806223,0.6176379636079941
0.8921235984043632,0.860791172192152,0.7391497031381022,0.587974554079353
0.8967500630687191,0.8505014843119395,0.7707959527286471,0.6272553159650205
0.9050353680355085,0.8458874664551215,0.7575828690411845,0.6116187672233626
0.9317554107982621,0.807583460635362,0.803522093746094,0.6218997339027584
0.9226536148406216,0.8249394914702901,0.8262436486479059,0.6232491725451751
0.9071363094163417,0.7993866044490012,0.8426775491871845,0.6189145110313594
0.9306912992206973,0.8408138534341384,0.8492346950921518,0.5572574752848766
0.9286502373970906,0.8713463007469102,0.8145096948097765,0.5795156491576673
0.91279423802562,0.8619996672676663,0.7952665545598395,0.5671523766359746
0.923325843758342,0.8334416027618115,0.7574580412844037,0.5702777806691128
0.9058316625583073,0.7957447813417268,0.7730933080855692,0.5587360872547172
0.9132060112850883,0.791228611632249,0.7868393839555207,0.584999716823136
0.9319412571182326,0.7857901508710432,0.8201329637960245,0.5971152462259697
0.929763067813257,0.8249528896728093,0.7983298825198827,0.5860838024816595
0.9406176214843339,0.8467899128895319,0.7725521294214743,0.5834164221870477
0.9225726751905325,0.8302990587107414,0.7680121962914385,0.5682604617466666
0.901000943905418,0.8683888186572893,0.7784580057857486,0.5929186239631091
0.9162766661075025,0.8539012110392868,0.7643549957206678,0.571247469302365
0.9446741171323884,0.8173843185189211,0.7803676910502236,0.6054326512328111
0.9342045284727905,0.7918274893710747,0.7706053992339251,0.6209191328962267
0.932865469144469,0.8066292931815925,0.7983801373760095,0.612356558381606
0.9042204571829631,0.8073312771865582,0.7615910703695276,0.605724915340379
0.8926732002138879,0.7982162462311247,0.7607274791838664,0.6116434966344352
0.8924682447826369,0.7946804181215747,0.7929949354232647,0.6107637484390892
0.8838851986896016,0.8013298183768103,0.7392891155274113,0.6006457417330714
0.8595028715569171,0.8017160413861142,0.7423569212270112,0.6251937606542799
0.8447049315655787,0.824738962829431,0.7840802382117001,0.6321606153034144
0.864929915632915,0.8425897002976748,0.7739661828890622,0.6373431915918792
0.8504616878172827,0.8627172334285989,0.7911964897632445,0.6645788145531315
0.8841442283014953,0.8552100895613766,0.749870162482234,0.6487007510956222
0.8919670996268194,0.8453712908884924,0.7706667988351168,0.6288233283639417
0.8748115456450206,0.8004459863071695,0.7780440898561413,0.6305496822350695
0.8917202488020511,0.8430603628036658,0.7668253938171373,0.645118898780234
0.9047386453468619,0.8096097297470354,0.7712783724065893,0.6146503556844866
0.9022153026896771,0.8001289558193315,0.779130656180382,0.6365232188437678
0.8814106347915691,0.7768814364976594,0.757120588110291,0.6413577522999466
0.8722185264063811,0.8145362380189213,0.7983374418262204,0.6032267565030701
0.863940494164289,0.8141201375536601,0.8093394816779732,0.6210544187519998
0.8460670366854793,0.8534916275954544,0.7906755510966232,0.5830872148074002
0.8690514343928609,0.8532173262001631,0.8366531390428862,0.565249971164855
0.8846951124240392,0.833715410757906,0.8202253376101626,0.6061261917538714
0.8622163379205835,0.8349424572926382,0.8290397015607951,0.5985991824118313
0.8948449428067552,0.8691269372454031,0.7819812994068065,0.6108306766433603
0.8936438910852584,0.8831903740022325,0.7920657151771301,0.6061752638628934
0.880181145054905,0.8627224030508857,0.8424012875015728,0.6012762395429301
0.891505483260166,0.8568415474588003,0.8554203930559311,0.6119294779260558
0.9256491324457897,0.8456686772101946,0.8775347832837901,0.5987994875280949
0.9272727263821777,0.8625602293693766,0.8767129111722788,0.6214729817932171
0.9147412927330234,0.8734565397369399,0.8646151754544109,0.6065025092453065
0.914220234378462,0.850755827654032,0.8082360330494066,0.5924937234393826
0.9098687459226953,0.8774963890439509,0.8199866235960938,0.5904180544713491
0.9241451411949433,0.8877032688337991,0.7930532806622141,0.56357814432431
0.9192124352080987,0.8621171352503765,0.7587336882842922,0.5528033375256602
